node1	node2	distance
t151473	t54752	1
t151473	t71606	1
t151473	t76820	1
t151623	t98116	1
t151799	t132010	1
t151799	t14725	1
t151799	t154488	1
t151799	t169995	1
t151799	t178507	1
t151799	t232722	1
t151799	t3553	1
t151799	t5716	1
t151799	t71606	1
t151799	t90078	1
t151803	t232519	1
t151833	t119531	1
t151833	t178507	1
t152048	t120589	1
t152048	t163140	1
t153070	t116817	1
t153070	t217609	1
t153070	t54139	1
t153070	t7376	1
t153525	t104593	1
t153525	t172086	1
t153525	t177418	1
t153660	t71741	1
t154055	t647	1
t154488	t132010	1
t154488	t161088	1
t154488	t162204	1
t154488	t169995	1
t154488	t178507	1
t154488	t232722	1
t154488	t5839	1
t154488	t71606	0
t155144	t233035	1
t155186	t114480	1
t155186	t147240	1
t155186	t150553	1
t155186	t187126	1
t155186	t207445	1
t155186	t235792	1
t155186	t63547	1
t155460	t115438	1
t155460	t98693	1
t156124	t171210	1
t156124	t47641	1
t156124	t76681	1
t156778	t146373	1
t156782	t172703	1
t156782	t28420	1
t156782	t29133	1
t156782	t96286	1
t156791	t201949	1
t157199	t104133	1
t157199	t166108	1
t157199	t168419	1
t157199	t41683	1
t157199	t68765	1
t157322	t159259	0
t158219	t161088	1
t158219	t9248	1
t158219	t93656	1
t158275	t121700	1
t158275	t76999	1
t160204	t116317	1
t160262	t63547	1
t160262	t77626	1
t160412	t111468	1
t160412	t132010	1
t160412	t14725	0
t160412	t150553	1
t160412	t151799	1
t160412	t154488	1
t160412	t168676	1
t160412	t169995	1
t160412	t171161	1
t160412	t178507	0
t160412	t182271	1
t160412	t18671	0
t160412	t207241	1
t160412	t232722	0
t160412	t26277	1
t160412	t29517	1
t160412	t3553	1
t160412	t54752	1
t160412	t5716	1
t160412	t5839	1
t160412	t71606	1
t160412	t90078	1
t160412	t9248	1
t160412	t96163	1
t160412	t99041	1
t160561	t60742	1
t161088	t123423	1
t161088	t132010	0
t161088	t170394	1
t161088	t175940	1
t161088	t190871	1
t161088	t3553	1
t161240	t180592	1
t161322	t115374	1
t161322	t127631	1
t161322	t171456	1
t161322	t7732	1
t161322	t77626	1
t163345	t15037	1
t163345	t181047	1
t163345	t232000	1
t163904	t186660	1
t16405	t3553	1
t164913	t116317	1
t164913	t126262	1
t164913	t132010	1
t164913	t142481	1
t164913	t14725	1
t164913	t160412	1
t164913	t168350	1
t164913	t169995	1
t164913	t178507	1
t164913	t18671	1
t164913	t220473	1
t164913	t232722	1
t164913	t54752	1
t164913	t5839	1
t164913	t63796	1
t164913	t67574	0
t164913	t7105	1
t164913	t71606	1
t164913	t96090	1
t164913	t96163	1
t165113	t126705	1
t165221	t111294	1
t165221	t161246	1
t165630	t17299	1
t16571	t152048	1
t16571	t161088	1
t16571	t170394	1
t16571	t31966	1
t16571	t55720	1
t16571	t6019	1
t166891	t220995	1
t166891	t98116	1
t166908	t88228	1
t167847	t236364	1
t168292	t140783	1
t168292	t232722	1
t168292	t93342	1
t168292	t96032	1
t168292	t99041	1
t168350	t100342	1
t168350	t113344	0
t168350	t116317	1
t168350	t120241	1
t168350	t132010	0
t168350	t141978	1
t168350	t142481	0
t168350	t14725	0
t168350	t150553	1
t168350	t151473	1
t168350	t151799	1
t168350	t154488	1
t168350	t160412	1
t168350	t169995	0
t168350	t178507	1
t168350	t17991	1
t168350	t185138	1
t168350	t18671	1
t168350	t201949	1
t168350	t220473	1
t168350	t232722	0
t168350	t30406	1
t168350	t3553	0
t168350	t54752	1
t168350	t5716	1
t168350	t5839	1
t168350	t63796	1
t168350	t65954	1
t168350	t67574	1
t168350	t7105	1
t168350	t71606	1
t168350	t92308	0
t168350	t9248	1
t168350	t96163	1
t168350	t99041	1
t168384	t171210	1
t168384	t95696	1
t168419	t67574	1
t168676	t96163	1
t168776	t156794	1
t168776	t86746	1
t169199	t215550	1
t169199	t232519	1
t169199	t36537	1
t169459	t158577	1
t169459	t172703	1
t169459	t95693	1
t169820	t149351	1
t169995	t132010	0
t169995	t161088	1
t169995	t178507	1
t169995	t189392	1
t169995	t232000	1
t169995	t232722	0
t169995	t3553	0
t169995	t5716	1
t170096	t180415	1
t170096	t5839	1
t170394	t175940	1
t170394	t222452	1
t170394	t98116	1
t171161	t8496	1
t171210	t152048	1
t171210	t94904	1
t171378	t145267	1
t171378	t32949	1
t172086	t180592	1
t172086	t219406	0
t172086	t232722	1
t172086	t28491	1
t172779	t234612	1
t17299	t180592	1
t173379	t111442	1
t173379	t14725	1
t173387	t161240	1
t174471	t190884	1
t174471	t200921	1
t174471	t206186	1
t174471	t22121	1
t174471	t8292	1
t174694	t22657	1
t174853	t220694	1
t174853	t39169	1
t174853	t96163	1
t174869	t115438	1
t174869	t14395	1
t174869	t232722	1
t174871	t174869	0
t175092	t35319	1
t175092	t96835	1
t175940	t95693	1
t17712	t118358	1
t17712	t152452	1
t17712	t17991	0
t17712	t53948	1
t17712	t81030	1
t177198	t1838	1
t177198	t212742	1
t177198	t220473	1
t177198	t23073	1
t177198	t88722	1
t177198	t92308	1
t177418	t168384	1
t177418	t196376	1
t177418	t95696	1
t177662	t99229	1
t17770	t101533	1
t178468	t175673	0
t178507	t136272	1
t17873	t114480	1
t17873	t155460	1
t17873	t171161	1
t17873	t17299	1
t17991	t14725	1
t17991	t152048	0
t17991	t152452	1
t17991	t159643	1
t17991	t53948	1
t17991	t76820	1
t180415	t86358	1
t180415	t94439	1
t180592	t115438	1
t182271	t148727	1
t182271	t178507	1
t182271	t9248	1
t182276	t8292	1
t182276	t86358	1
t182595	t218450	1
t182804	t182803	0
t1838	t218450	1
t1838	t64930	1
t184043	t116817	1
t184043	t120013	1
t184043	t123332	1
t184043	t126488	1
t184043	t126705	1
t184043	t14395	1
t184043	t18594	1
t184043	t31553	1
t184043	t89764	1
t184955	t185258	0
t185138	t169995	1
t185138	t175940	1
t185138	t3553	1
t185138	t92308	1
t185409	t152624	1
t185409	t166883	1
t185409	t172086	1
t185409	t220933	1
t185409	t64930	1
t185423	t163140	1
t185423	t40287	1
t185423	t52525	1
t18594	t113457	1
t18594	t124599	1
t18594	t9248	1
t18600	t189103	1
t186000	t158577	1
t186000	t163140	1
t186000	t93656	1
t18671	t114294	1
t18671	t115283	1
t18671	t132010	1
t18671	t14725	1
t18671	t169995	1
t18671	t171161	1
t18671	t178507	1
t18671	t219406	1
t18671	t232722	1
t18671	t3553	1
t18671	t5839	1
t18671	t71606	1
t18671	t92308	1
t18671	t96163	1
t18671	t99041	1
t186854	t186868	0
t187012	t159744	1
t187012	t232000	1
t188002	t98693	1
t18841	t18594	0
t18841	t202905	1
t18841	t215430	1
t18841	t5716	1
t18841	t76820	1
t18908	t118358	1
t18908	t174869	1
t18908	t23073	1
t18908	t98447	1
t189392	t189103	1
t189785	t187443	1
t190142	t151315	1
t190784	t14725	1
t190884	t126705	1
t190884	t153660	1
t190884	t171378	1
t190884	t77626	1
t191102	t141489	1
t191102	t192751	1
t191102	t99937	1
t191866	t121910	1
t191866	t201828	1
t191866	t216677	1
t192673	t106736	1
t192673	t107205	1
t192673	t147926	1
t192673	t153070	1
t192673	t41474	1
t192673	t71741	1
t192751	t71905	1
t193035	t171210	1
t193187	t110485	1
t193187	t128847	1
t193187	t57607	1
t193812	t70439	1
t194927	t113162	1
t195110	t158219	1
t195110	t2702	1
t195409	t152048	1
t195409	t190871	1
t195409	t40952	1
t195466	t128349	1
t195961	t150553	1
t195961	t36426	1
t195961	t65268	1
t195961	t79243	1
t195961	t95693	1
t196819	t189785	1
t196819	t199033	0
t196819	t80455	0
t19876	t123423	1
t19876	t132010	0
t19876	t5716	1
t19876	t67574	1
t198983	t60416	1
t199033	t80455	0
t200172	t19223	1
t200172	t64783	1
t200322	t103561	1
t200322	t30406	1
t200322	t36426	1
t200322	t36925	1
t200322	t7732	1
t201949	t92308	1
t202724	t88528	0
t202761	t64930	1
t203015	t80030	0
t203080	t113139	1
t203080	t122119	1
t203080	t124599	1
t203080	t171210	1
t203080	t17712	1
t203080	t177662	1
t203080	t63796	1
t203080	t93389	1
t203719	t113162	0
t20391	t105062	1
t20391	t38216	1
t20391	t65268	0
t205420	t175673	1
t206186	t149351	1
t206267	t203015	1
t206267	t80030	1
t206432	t96286	1
t206584	t210260	0
t207241	t151799	1
t207241	t169459	1
t207241	t178507	1
t207241	t232722	1
t207241	t235792	1
t207241	t76820	1
t207445	t161246	1
t207445	t18671	1
t207445	t206186	1
t207445	t220995	1
t207445	t230550	1
t207445	t33781	1
t207445	t42620	1
t207445	t76331	1
t207445	t90107	1
t208759	t159744	1
t209902	t45726	0
t210340	t106643	0
t210340	t191866	1
t210340	t40977	1
t210340	t44177	0
t21191	t103561	1
t21191	t104982	1
t21191	t108198	1
t21191	t151473	1
t21191	t156794	1
t21191	t169199	1
t21191	t18671	1
t21191	t215949	1
t21191	t219406	1
t21191	t228583	1
t21191	t29517	1
t21191	t5399	1
t21191	t54752	0
t21191	t6019	1
t21191	t71905	1
t21191	t76999	1
t21191	t86746	1
t21191	t94058	1
t212159	t168315	1
t212438	t202724	1
t212438	t88528	1
t21264	t159643	1
t21264	t181291	1
t21264	t24303	1
t21264	t3149	1
t21264	t97945	1
t212742	t148167	1
t212742	t206186	1
t214947	t205420	1
t215053	t181291	1
t215550	t163140	1
t215949	t179621	1
t215949	t52988	1
t216011	t162204	1
t216011	t180592	1
t216268	t220351	1
t217160	t22657	1
t217498	t48002	1
t217609	t152624	1
t217609	t196376	1
t217609	t51956	1
t217835	t76999	1
t218502	t114333	1
t218502	t147926	1
t218502	t5839	1
t218633	t96835	1
t219406	t115283	1
t219406	t16405	1
t219406	t215550	1
t219406	t28491	1
t219406	t36876	1
t219995	t216268	1
t220473	t132010	1
t220473	t14725	1
t220473	t219406	1
t220473	t54752	1
t220473	t71606	1
t220694	t103379	1
t220694	t111224	1
t220694	t163140	1
t220695	t103379	1
t220695	t160607	1
t220695	t163140	1
t220695	t174853	1
t220695	t220694	0
t220695	t65954	1
t220933	t222447	1
t22121	t105368	1
t22121	t132299	1
t22121	t153660	1
t22121	t160412	1
t221661	t185138	1
t222230	t222452	0
t223711	t107667	0
t223711	t115438	1
t223711	t116317	1
t223711	t227681	1
t223711	t73494	1
t223711	t96937	0
t224020	t222447	0
t224020	t237449	1
t224219	t163140	1
t224219	t181538	1
t224219	t71905	1
t224219	t9144	1
t224686	t187126	1
t224784	t170394	1
t224784	t64930	1
t225219	t160204	1
t226142	t85284	1
t22657	t115283	1
t227985	t26858	1
t227985	t53948	0
t227985	t65200	0
t227985	t65954	1
t227985	t86746	1
t227985	t9248	1
t22802	t181047	1
t228315	t113162	1
t230058	t113379	1
t230058	t146373	1
t230058	t168384	1
t230058	t33781	1
t230058	t95696	1
t230403	t229159	1
t230550	t105062	1
t230550	t228583	1
t230550	t68229	0
t23073	t127631	1
t23073	t77626	1
t23073	t9810	1
t231653	t35319	1
t232333	t113139	1
t232333	t96090	1
t232396	t134229	1
t232396	t197167	1
t232396	t216268	0
t232396	t219995	1
t232396	t220351	1
t232396	t233520	1
t232722	t178507	0
t233035	t116396	1
t233520	t203015	1
t233520	t80030	0
t233520	t80455	1
t234988	t14725	1
t234988	t162204	1
t235715	t58298	1
t235776	t162204	1
t235883	t119723	1
t235883	t206584	0
t235883	t210260	0
t236364	t104133	1
t236364	t111808	1
t236364	t113162	1
t236364	t64930	1
t236364	t86358	1
t237449	t208759	1
t237449	t220933	1
t237449	t222447	1
t24303	t113682	1
t24358	t118358	1
t24358	t126262	1
t24358	t142481	1
t24358	t14725	1
t24358	t151799	1
t24358	t160412	1
t24358	t178507	1
t24358	t182271	1
t24358	t18671	1
t24358	t232722	1
t24358	t29517	1
t24358	t48921	1
t24358	t57607	1
t24358	t5839	1
t24358	t88722	1
t2482	t203080	1
t25026	t111442	1
t25026	t166108	1
t25026	t175622	1
t25057	t196376	1
t26277	t114294	0
t26277	t154488	1
t26277	t17299	1
t26277	t178507	1
t26277	t19223	1
t26277	t28491	1
t26277	t54752	1
t26277	t71606	1
t26858	t161088	1
t26858	t53948	0
t26858	t65200	0
t27202	t113344	1
t27202	t116317	1
t27202	t126262	1
t27202	t127966	1
t27202	t128127	1
t27202	t132010	0
t27202	t134229	1
t27202	t142481	0
t27202	t14725	0
t27202	t151799	1
t27202	t154488	1
t27202	t160412	1
t27202	t164913	1
t27202	t168350	0
t27202	t169995	0
t27202	t178507	1
t27202	t18671	1
t27202	t22121	0
t27202	t232722	0
t27202	t3553	1
t27202	t48921	1
t27202	t54752	1
t27202	t5716	1
t27202	t5839	0
t27202	t63796	1
t27202	t65954	1
t27202	t7105	1
t27202	t71606	1
t27202	t7376	1
t27202	t92308	1
t27202	t95204	1
t27202	t96163	1
t27202	t97945	1
t27202	t99229	1
t28001	t59708	1
t28001	t75520	1
t28491	t76999	1
t2851	t172086	0
t2851	t219406	1
t2851	t63683	1
t28872	t203719	1
t28872	t44173	1
t29133	t113682	1
t29133	t218784	1
t29161	t106736	1
t29161	t151473	1
t29161	t63683	1
t29305	t76681	1
t29305	t88026	1
t29489	t71606	1
t29517	t14725	1
t29517	t151799	1
t29517	t178507	1
t29517	t54752	1
t29517	t90078	1
t29517	t95693	1
t29617	t74411	1
t29617	t83359	1
t30406	t150553	1
t30406	t160412	1
t30406	t178507	1
t30406	t207241	1
t30406	t232722	1
t30406	t235776	1
t30406	t54752	1
t30534	t20391	1
t30534	t38216	0
t30534	t65268	1
t30534	t98429	1
t31158	t19876	1
t3149	t95693	1
t31553	t45644	1
t31966	t222230	1
t32465	t111468	1
t32465	t113344	1
t32465	t116317	1
t32465	t128127	1
t32465	t132010	0
t32465	t142481	0
t32465	t14725	0
t32465	t151799	1
t32465	t154488	1
t32465	t160412	1
t32465	t164913	1
t32465	t168350	0
t32465	t169995	0
t32465	t178507	1
t32465	t18671	1
t32465	t232722	0
t32465	t27202	0
t32465	t3553	1
t32465	t48921	1
t32465	t53922	1
t32465	t54752	1
t32465	t56632	1
t32465	t5716	1
t32465	t5839	1
t32465	t63796	1
t32465	t65954	1
t32465	t7105	1
t32465	t71606	1
t32465	t78121	0
t32465	t92308	1
t32465	t96163	1
t327	t122738	1
t33279	t95693	1
t33745	t146268	1
t33745	t188986	1
t33745	t191418	1
t33745	t202045	1
t33745	t40444	1
t33962	t103287	1
t33962	t14725	1
t33962	t166883	1
t33962	t215053	0
t33962	t94904	1
t34462	t166908	1
t34462	t168384	1
t34866	t300	1
t34866	t647	1
t34866	t77626	1
t35404	t144000	1
t35404	t156124	1
t35404	t175851	1
t3553	t178507	1
t3553	t232722	1
t3575	t169459	1
t36537	t113162	1
t36537	t132010	1
t38216	t113379	1
t38216	t65268	0
t38216	t95693	1
t39169	t133020	1
t39169	t48002	1
t39632	t95696	1
t40691	t106321	1
t40691	t127966	1
t40691	t25026	1
t40691	t69895	1
t40691	t70439	1
t40691	t76309	1
t40691	t76820	1
t40977	t202724	0
t40977	t44177	1
t41474	t85102	1
t41474	t90124	0
t41786	t147926	1
t42620	t33781	0
t42620	t76331	0
t42769	t146373	1
t42769	t209902	1
t42769	t85284	1
t44173	t203719	1
t44173	t31966	1
t44177	t195312	1
t4461	t158577	1
t4461	t164913	1
t4461	t166108	1
t4461	t17299	1
t4461	t17873	1
t4461	t195110	1
t4461	t215053	1
t4461	t36925	1
t4461	t59269	1
t4461	t685	1
t44715	t33781	0
t44715	t42620	0
t44715	t76331	0
t45644	t107205	1
t45644	t132299	1
t45644	t145025	1
t45644	t174853	1
t46240	t38994	1
t46240	t600	1
t46548	t188986	1
t46548	t191418	1
t46548	t28420	1
t46548	t33745	0
t46548	t59958	1
t47041	t104593	1
t47300	t18671	1
t47300	t203719	0
t47300	t28872	1
t47300	t44173	1
t47641	t76681	1
t48727	t168315	1
t48921	t113344	1
t48921	t116317	1
t48921	t128127	1
t48921	t132010	1
t48921	t142481	1
t48921	t14725	1
t48921	t154488	1
t48921	t160412	1
t48921	t163904	1
t48921	t168350	0
t48921	t169995	0
t48921	t178507	0
t48921	t185138	1
t48921	t18671	1
t48921	t226142	1
t48921	t232722	0
t48921	t3553	0
t48921	t54752	1
t48921	t63683	1
t48921	t65954	0
t48921	t71606	1
t48921	t92308	0
t48921	t99041	1
t49100	t98116	1
t49803	t116317	1
t49803	t116678	1
t49803	t49805	0
t49803	t7376	1
t49931	t89919	1
t50938	t209902	1
t50938	t45726	1
t50938	t65268	1
t514	t182271	1
t51956	t98953	1
t52988	t113162	0
t52988	t209902	1
t52988	t45726	1
t52988	t50938	0
t52988	t67574	1
t52988	t92077	1
t53922	t113344	1
t53922	t114742	1
t53922	t116317	1
t53922	t126262	1
t53922	t127966	1
t53922	t128127	1
t53922	t132010	0
t53922	t142481	1
t53922	t14725	1
t53922	t151473	1
t53922	t151799	1
t53922	t160412	1
t53922	t160607	1
t53922	t164913	1
t53922	t168350	0
t53922	t168419	1
t53922	t169995	0
t53922	t178507	1
t53922	t185138	1
t53922	t18671	1
t53922	t220473	1
t53922	t232722	1
t53922	t26277	1
t53922	t27202	1
t53922	t30406	1
t53922	t3553	0
t53922	t48921	0
t53922	t54752	0
t53922	t5716	1
t53922	t5839	0
t53922	t63796	1
t53922	t65954	1
t53922	t68765	1
t53922	t7105	1
t53922	t71606	0
t53922	t7376	1
t53922	t92308	0
t53922	t96163	1
t53922	t99041	1
t53948	t181291	1
t53963	t113162	1
t53963	t203719	1
t53963	t28872	1
t53963	t44173	0
t53963	t47300	1
t53963	t93389	1
t53963	t95696	1
t5399	t165630	1
t5399	t190884	1
t5399	t54752	1
t5399	t63683	1
t5399	t7732	1
t54139	t160607	1
t54139	t66071	1
t54752	t132010	0
t54752	t139560	1
t54752	t141978	1
t54752	t14725	1
t54752	t147926	1
t54752	t150553	1
t54752	t151799	1
t54752	t154488	1
t54752	t156794	1
t54752	t161088	1
t54752	t169995	1
t54752	t171161	1
t54752	t178507	1
t54752	t18671	1
t54752	t232722	1
t54752	t3553	1
t54752	t5716	1
t54752	t58298	1
t54752	t5839	1
t54752	t71606	0
t54752	t92308	1
t54752	t9248	1
t54752	t96163	1
t54752	t99041	1
t55142	t203080	1
t55429	t40287	0
t55429	t56632	1
t55429	t80274	0
t55429	t8292	1
t55720	t139991	1
t55720	t158219	1
t55720	t161088	1
t55720	t65954	1
