node1	node2	distance
t107972	t211772	1
t107972	t95781	1
t1082	t100554	1
t1082	t113672	1
t1082	t177802	1
t1082	t212256	1
t1082	t52560	1
t1082	t71050	1
t108414	t1421	1
t108414	t164434	1
t108838	t16870	1
t108838	t184462	1
t108838	t9959	1
t109121	t178959	1
t109508	t123970	1
t109508	t52659	1
t10996	t10867	1
t10996	t1421	1
t10996	t46840	1
t10998	t100977	1
t10998	t102481	1
t10998	t10996	0
t10998	t119914	1
t10998	t132973	1
t10998	t133290	1
t10998	t133757	1
t10998	t151009	1
t10998	t159079	1
t10998	t167326	1
t10998	t168293	1
t10998	t178689	1
t10998	t19971	1
t10998	t30642	1
t10998	t39808	1
t10998	t6537	1
t10998	t81280	1
t10998	t95294	1
t10998	t98392	1
t110334	t112821	1
t110334	t172247	1
t110334	t45682	1
t110334	t52659	1
t110334	t69605	1
t110767	t182689	1
t110767	t213858	1
t110767	t235456	1
t11150	t107151	1
t11150	t167326	1
t111641	t193651	1
t111909	t120757	1
t111909	t167326	1
t112821	t153755	1
t112821	t202656	1
t112821	t29450	1
t11313	t130537	1
t11313	t47980	1
t113672	t107151	1
t113672	t127351	1
t113672	t136649	1
t113672	t151009	1
t113672	t161437	1
t113672	t171273	1
t113672	t188087	0
t113672	t34717	1
t113672	t6537	1
t113868	t10262	1
t113868	t103876	1
t113868	t10998	1
t113868	t114047	1
t113868	t119953	1
t113868	t136649	1
t113868	t159079	1
t113868	t168293	1
t113868	t16870	1
t113868	t199480	1
t113868	t22310	1
t113868	t29450	1
t113868	t3136	1
t113868	t33666	1
t113868	t97068	1
t114047	t102481	1
t114047	t103060	1
t114047	t10998	1
t114047	t119953	1
t114047	t145533	1
t114047	t15140	1
t114047	t168293	1
t114047	t199480	1
t114047	t213225	1
t114047	t22310	1
t114047	t229881	1
t114047	t39808	1
t114047	t6537	1
t114047	t71928	1
t114047	t98392	1
t114427	t39808	1
t115527	t133290	1
t115527	t17455	1
t115527	t177802	1
t115527	t63668	1
t115527	t71050	1
t115941	t119914	1
t115941	t131864	1
t115941	t145600	0
t115941	t15051	1
t115941	t18980	1
t115941	t18993	1
t115941	t191046	0
t115941	t199480	1
t115941	t202656	1
t115941	t631	1
t115941	t98999	1
t115971	t113672	1
t115971	t188087	1
t116243	t119002	1
t116243	t120361	1
t116623	t135045	1
t116623	t153661	1
t116623	t82844	1
t116676	t104620	1
t116676	t2092	1
t116676	t39808	1
t116676	t54996	1
t116676	t98244	1
t11711	t200943	1
t117262	t69195	1
t117902	t120757	1
t117902	t161437	1
t117902	t184690	1
t117902	t4136	1
t11818	t102481	1
t11818	t135045	1
t11818	t141214	1
t11818	t153270	1
t11818	t71931	1
t11818	t74699	1
t119002	t14426	1
t119002	t170603	1
t119002	t7370	1
t119914	t133290	1
t119914	t1421	1
t119914	t151009	1
t119914	t151390	1
t119914	t168293	1
t119914	t18980	1
t119914	t199480	1
t119914	t19971	1
t119914	t202656	1
t119914	t231471	1
t119914	t94989	1
t119914	t98392	1
t119953	t105283	1
t119953	t114281	1
t119953	t138817	1
t119953	t144823	1
t119953	t164434	1
t119953	t168293	0
t119953	t172247	1
t119953	t199480	1
t121112	t141214	1
t121779	t122172	1
t121779	t16987	1
t121779	t53030	1
t121779	t93889	1
t12189	t102481	1
t12189	t131318	1
t12189	t134786	1
t122027	t14426	1
t122027	t170603	1
t122172	t148258	1
t122172	t217631	1
t122599	t95640	1
t123222	t109557	1
t123271	t104756	1
t123271	t169788	1
t123271	t17360	1
t123271	t177802	1
t123271	t28800	1
t123271	t34424	1
t123271	t74576	1
t123271	t74578	1
t123846	t141175	1
t124575	t111554	1
t124704	t153270	1
t125005	t218638	1
t12530	t83216	1
t125940	t104756	1
t125940	t133274	1
t125940	t180870	1
t125940	t56094	1
t125940	t70843	1
t125940	t78407	1
t125940	t81000	1
t125940	t91039	1
t126223	t105283	1
t126223	t179880	1
t126799	t3635	1
t127227	t102481	1
t127227	t105377	1
t127227	t117902	1
t127227	t119002	1
t127227	t14426	1
t127227	t159079	1
t127227	t167326	1
t127227	t177255	1
t127227	t200754	1
t127227	t39808	1
t127227	t48390	1
t127227	t79145	0
t127227	t88693	1
t127227	t98999	1
t127351	t169788	1
t127947	t100977	1
t127947	t10254	1
t127947	t111554	0
t127947	t131864	1
t127947	t132856	1
t127947	t147726	1
t127947	t151009	1
t127947	t48390	1
t127947	t65784	1
t127964	t102481	1
t127964	t153270	1
t127964	t179880	1
t127964	t18980	1
t127964	t39808	1
t127964	t98392	1
t129131	t47980	0
t130036	t105503	1
t130036	t115941	1
t130036	t15051	1
t130036	t5409	1
t130036	t631	1
t130036	t71931	1
t130036	t98999	1
t130199	t48115	1
t131864	t141175	1
t131944	t151390	1
t131944	t199097	1
t131944	t64948	1
t131944	t69195	1
t131944	t93889	1
t132090	t30642	1
t1325	t15335	1
t132856	t102481	0
t132856	t10998	1
t132856	t111554	1
t132856	t119914	1
t132856	t132973	1
t132856	t133290	0
t132856	t148687	1
t132856	t151009	1
t132856	t159079	1
t132856	t168293	1
t132856	t16870	1
t132856	t193651	1
t132856	t198407	0
t132856	t19971	0
t132856	t202656	1
t132856	t221927	1
t132856	t28543	1
t132856	t31464	1
t132856	t39808	0
t132856	t48390	0
t132856	t81280	1
t132856	t98392	0
t132953	t225465	1
t133274	t189759	1
t133274	t45582	1
t133290	t138060	1
t133290	t159079	1
t133290	t18980	1
t133290	t19971	0
t133290	t81280	1
t133290	t98392	0
t133757	t167326	1
t133757	t16987	1
t133757	t202656	1
t1346	t104620	1
t1346	t167326	1
t1346	t16870	1
t1346	t217151	1
t1346	t31464	1
t1346	t6255	1
t1346	t65526	1
t135007	t102785	1
t135007	t117262	1
t135007	t32957	1
t135007	t59204	1
t135007	t6537	1
t135007	t69195	1
t135045	t141214	1
t136422	t153270	1
t136422	t215683	1
t136548	t138817	1
t136649	t131318	1
t136649	t132090	1
t136649	t58080	1
t136649	t97068	1
t137231	t123222	1
t138576	t120757	1
t13881	t122027	1
t13881	t163798	1
t13881	t174906	1
t13881	t71928	1
t13881	t7370	1
t13881	t9323	1
t13881	t97068	1
t138817	t14426	1
t138817	t80180	1
t138817	t93889	1
t139641	t123970	1
t139843	t133757	1
t139843	t18993	1
t139843	t202656	1
t139843	t77372	1
t140646	t1325	1
t140972	t12530	1
t141175	t10262	1
t141214	t93889	1
t1421	t18980	1
t142878	t108878	1
t143299	t6807	1
t143777	t3027	1
t143777	t6537	1
t14393	t107138	1
t14393	t202295	1
t144073	t132090	1
t144714	t10422	1
t144714	t71050	1
t144823	t202656	1
t144823	t8651	1
t145119	t200943	1
t145159	t54996	1
t145533	t75295	1
t145600	t100977	1
t145600	t102481	1
t145600	t103560	1
t145600	t105377	1
t145600	t127964	1
t145600	t167326	1
t145600	t98392	1
t146750	t131663	1
t147726	t100977	1
t147726	t103560	1
t147726	t111554	1
t147726	t235040	1
t147888	t207624	1
t147888	t7370	1
t147888	t81280	1
t148258	t17423	1
t148258	t176170	1
t148258	t81280	1
t148687	t81280	1
t149062	t149064	0
t149062	t15051	1
t149062	t220832	1
t149064	t141175	1
t149064	t177802	1
t149064	t36327	1
t149064	t36599	1
t149698	t202781	1
t149698	t227659	1
t149794	t225705	1
t149840	t135045	1
t149840	t217151	1
t149893	t119914	1
t149893	t1421	1
t149893	t164434	1
t149893	t17060	1
t149893	t199480	1
t149893	t221927	1
t150505	t64049	1
t15051	t135045	1
t15051	t161437	1
t15051	t172310	1
t151009	t111554	1
t151009	t132973	1
t151009	t133290	1
t151009	t159079	1
t151009	t19934	1
t151009	t19971	1
t151009	t6537	1
t151009	t98392	1
t15140	t7370	1
t152108	t145600	1
t152108	t153270	1
t152108	t29450	1
t152439	t104620	1
t152439	t135045	1
t152439	t167326	1
t152439	t87798	1
t152439	t98392	0
t153209	t54559	1
t153270	t133290	0
t153270	t18980	1
t153270	t19971	1
t153270	t8651	1
t153270	t92122	1
t153270	t98392	1
t15335	t10422	1
t15335	t174286	1
t15335	t54559	1
t155895	t56826	1
t155895	t65784	1
t155895	t79729	0
t155895	t80928	0
t15715	t103876	1
t15715	t169260	1
t15715	t173404	1
t15715	t184690	1
t15715	t188720	1
t15715	t68504	1
t15715	t88693	1
t157174	t111329	1
t157817	t81280	1
t158515	t145640	1
t158515	t58174	1
t158515	t68384	1
t158717	t163965	0
t159079	t9959	1
t159295	t74578	1
t159295	t75154	1
t159295	t9323	1
t160364	t121731	1
t160364	t65526	0
t160794	t138060	1
t161437	t109557	1
t161437	t1421	1
t161437	t89202	1
t161722	t75154	1
t161722	t77051	1
t161722	t79164	1
t161777	t10488	1
t161777	t114427	1
t161856	t180548	1
t162010	t119953	1
t162010	t153270	1
t162417	t10254	1
t162417	t110767	1
t162417	t111554	1
t162417	t61421	1
t162497	t78407	1
t163798	t3979	1
t164179	t105377	1
t164179	t136548	1
t164179	t48115	1
t164705	t28891	1
t164705	t3979	1
t167171	t69195	1
t167326	t118773	1
t167326	t151009	1
t167326	t159079	1
t167326	t199480	1
t167326	t202656	1
t167326	t58080	1
t167326	t98392	1
t167351	t159079	1
t168132	t10996	1
t168132	t117902	1
t168132	t131318	1
t168132	t157817	1
t168132	t17060	1
t168132	t204770	1
t168132	t208482	1
t168132	t3136	1
t168132	t45582	1
t168132	t48390	1
t168132	t67201	0
t168132	t78407	1
t168132	t81280	1
t168293	t133290	1
t168293	t164434	1
t168293	t188087	1
t168293	t199480	1
t168293	t19971	1
t168293	t231471	1
t168293	t81280	1
t168293	t98392	1
t168397	t186697	1
t168397	t34717	1
t16870	t100637	1
t16870	t102481	1
t16870	t105283	1
t16870	t10998	1
t16870	t114047	1
t16870	t119914	1
t16870	t119953	1
t16870	t133290	1
t16870	t133757	1
t16870	t151009	1
t16870	t159079	1
t16870	t168293	0
t16870	t198407	1
t16870	t199480	1
t16870	t19971	1
t16870	t28543	1
t16870	t3136	1
t16870	t39808	1
t16870	t6537	1
t16870	t81280	1
t16870	t81405	1
t16870	t98392	1
t169788	t19971	1
t169839	t144823	1
t169839	t168293	1
t169839	t16870	1
t169839	t3136	1
t16987	t202656	1
t16987	t93889	1
t170055	t114281	1
t170055	t142878	1
t170055	t175563	1
t170055	t23090	1
t170055	t99071	1
t170062	t32386	1
t170062	t79164	1
t172247	t62928	1
t172648	t89452	1
t1733	t11711	1
t1733	t200943	1
t1733	t4941	0
t173404	t22750	1
t173404	t99534	1
t173480	t10867	1
t173480	t164434	1
t17360	t188087	1
t17360	t191317	1
t17360	t30642	1
t17360	t52659	1
t17373	t105377	1
t174173	t194237	1
t174173	t33164	1
t174173	t49819	1
t174286	t10262	1
t17455	t100081	1
t17455	t145600	1
t17455	t18993	1
t17455	t30642	1
t174906	t153209	1
t174906	t75154	1
t176170	t10262	1
t176170	t104186	1
t176170	t34717	1
t177802	t230903	1
t178297	t128413	1
t178297	t225465	1
t17980	t128413	1
t180548	t59465	1
t180870	t69195	1
t181121	t157840	1
t182077	t85926	0
t182272	t102107	1
t182272	t10262	1
t182272	t10422	1
t182272	t108414	1
t182272	t192456	1
t182272	t62928	1
t182272	t69195	1
t182272	t99071	1
t182689	t2500	1
t183116	t186892	1
t183116	t74652	1
t183854	t191046	1
t183854	t224821	1
t183854	t225465	1
t183854	t22750	1
t183854	t231471	1
t184690	t104354	1
t184690	t215177	1
t185035	t10254	1
t186697	t101142	1
t186697	t4136	1
t186965	t208251	1
t186965	t23800	1
t187547	t109508	1
t187547	t123970	1
t187547	t217151	1
t187547	t53024	1
t188274	t113383	1
t18914	t108878	1
t18914	t10998	1
t18914	t133757	1
t18914	t141214	1
t18914	t180548	1
t18914	t18993	1
t18914	t75461	1
t189453	t80180	1
t18980	t53024	1
t18993	t133757	1
t18993	t141214	1
t18993	t169788	0
t18993	t16987	1
t18993	t202656	1
t190023	t219272	1
t190545	t102481	1
t190545	t10488	1
t190545	t107151	0
t190545	t22750	1
t190919	t114047	1
t190919	t15140	1
t191395	t191367	0
t191395	t79729	1
t191840	t192456	1
t192456	t120757	1
t193846	t7370	1
t194237	t102291	1
t1955	t120757	1
t1955	t1346	1
t1955	t158515	1
t1955	t169788	1
t1955	t190545	1
t195912	t129933	1
t195912	t80673	0
t196826	t167326	1
t196826	t168293	1
t196826	t182689	1
t196826	t183854	1
t196942	t101142	1
t196942	t202220	1
t196942	t204874	1
t196942	t68533	0
t196942	t68863	1
t196942	t74652	1
t196942	t81495	1
t196942	t86907	1
t197845	t132973	1
t198407	t102481	0
t198407	t10998	1
t198407	t119914	1
t198407	t133290	0
t198407	t151009	1
t198407	t159079	1
t198407	t168293	1
t198407	t199480	1
t198407	t19971	0
t198407	t29450	1
t198407	t39808	0
t198407	t81280	1
t198407	t98392	0
t198514	t1421	1
t198547	t224821	1
t198547	t225116	1
t199097	t137231	1
t199097	t183116	1
t199097	t227169	1
t199480	t151009	1
t199480	t159079	1
t199480	t164434	0
t199647	t138060	1
t199647	t40840	1
t19971	t159079	1
t19971	t18980	1
t19971	t81280	1
t19971	t98392	0
t199908	t9323	1
t200754	t147726	1
t200754	t152856	1
t202220	t90546	0
t202781	t10262	1
t203056	t70327	0
t203056	t88020	0
t203557	t78453	1
t203988	t231540	1
t204004	t161437	1
t204004	t198514	1
t204004	t63668	1
t20401	t140424	1
t204418	t162857	1
t204418	t8651	1
t204770	t198514	1
t204770	t48642	1
t204770	t8651	1
t204874	t202220	1
t204874	t90546	1
t20560	t10488	1
t20560	t145600	1
t20560	t9959	1
t206355	t206353	0
t207369	t208327	0
t2092	t152108	1
t2092	t152439	1
t2092	t171273	1
t2092	t26796	1
t209445	t235456	1
t209445	t69605	1
t209445	t8168	1
t210454	t180942	1
t210454	t28134	1
t210509	t206353	1
t210509	t210654	0
t210693	t150505	1
t210999	t225116	1
t212012	t215177	1
t212012	t40840	1
t212256	t102291	1
t212256	t118773	1
t212256	t202781	1
t212256	t48023	1
t212256	t75154	1
t21312	t119914	1
t21312	t149893	1
t21312	t164434	0
t21312	t173480	1
t21312	t198407	1
t21312	t199480	0
t213225	t159079	1
t213225	t164434	1
t213244	t214057	0
t213446	t48023	1
t214131	t184700	1
t214131	t69195	1
t214860	t152856	1
t214860	t167417	1
t215396	t157817	1
t215788	t219199	0
t215831	t102481	1
t215831	t204874	1
t215831	t215788	0
t216061	t147888	1
t216914	t219199	1
t216914	t47693	1
t217151	t219272	1
t218638	t15335	1
t219325	t120757	1
t219325	t132090	1
t219325	t8168	1
t21959	t152856	1
t21959	t62928	1
t21984	t213446	1
t21984	t48023	1
t21984	t54559	1
t220358	t92833	1
t220425	t220818	0
t220466	t152439	1
t221193	t141175	1
t221835	t158515	1
t221835	t68384	1
t221927	t102481	1
t221927	t10998	1
t221927	t113672	1
t221927	t119914	1
t221927	t133290	1
t221927	t148687	1
t221927	t151009	0
t221927	t159079	1
t221927	t168293	1
t221927	t16870	1
t221927	t188087	1
t221927	t198407	1
t221927	t19971	1
t221927	t31464	1
t221927	t39808	1
t221927	t98392	1
t222029	t223918	1
t223069	t141175	1
t22310	t126223	1
t22310	t168293	1
t223135	t218638	1
t224203	t177255	1
t224893	t224420	0
t225564	t100081	1
t225564	t102481	1
t225564	t113868	1
t225564	t15335	0
t225564	t158515	1
t225564	t162497	1
t225564	t177171	1
t225564	t215831	1
t225564	t231471	1
t225564	t55741	1
t227659	t221193	1
t227659	t93889	1
t229881	t10262	1
t229881	t174286	1
t229881	t176170	1
t229881	t3979	1
t229881	t98392	1
t230563	t28891	1
t230563	t6807	1
t23079	t101280	1
t23090	t182077	1
t231471	t202656	1
t231761	t174906	1
t231761	t55741	1
t231761	t64555	1
t231916	t100081	1
t231916	t198514	1
t232422	t1325	1
t232422	t180870	1
t235456	t122599	1
t235456	t196159	1
t235456	t52659	1
t235456	t71928	1
t236031	t234956	0
t236121	t26401	1
t236121	t55510	1
t236121	t80180	1
t25073	t21959	0
t25140	t100637	1
t25140	t121112	1
t25169	t100554	1
t25169	t130537	1
t26105	t138817	1
t26362	t141214	1
t26362	t42918	0
t26362	t90568	1
t26362	t93889	1
t26401	t109121	1
t26401	t178959	1
t26401	t3979	1
t2650	t11818	1
t2650	t26105	1
t2650	t68384	1
t26796	t53024	1
t27226	t185505	1
t27226	t225465	1
t28543	t103560	1
t28543	t151009	1
t28543	t159079	1
t28543	t168293	1
t28543	t169788	1
t28543	t39808	1
t28800	t132953	1
t28800	t151390	1
t28800	t198514	1
t28800	t199908	1
t28800	t56094	1
t28800	t74576	1
t28800	t74578	1
t29450	t163798	1
t29934	t72617	1
t3027	t59465	1
t3033	t117902	1
t3033	t129131	1
t3033	t144823	1
t3033	t202656	1
t3033	t31464	1
t3033	t56094	1
t30642	t105377	1
t31315	t167417	1
t3136	t100637	1
t3136	t102481	1
t3136	t102510	1
t3136	t103060	1
t3136	t105283	1
t3136	t107138	1
t3136	t10867	1
t3136	t10996	1
t3136	t114047	1
t3136	t119953	0
t3136	t1421	1
t3136	t144823	1
t3136	t149315	1
t3136	t164434	1
t3136	t168293	0
t3136	t199480	1
t3136	t213217	1
t3136	t34717	1
t31464	t102481	1
t31464	t104620	1
t31464	t10998	1
t31464	t111641	1
t31464	t119914	1
t31464	t133290	0
t31464	t1421	1
t31464	t151009	1
t31464	t153270	0
t31464	t159079	1
t31464	t161437	1
t31464	t168293	1
t31464	t16870	1
t31464	t18980	1
t31464	t198407	1
t31464	t199480	1
t31464	t19971	1
t31464	t229881	1
t31464	t28543	1
t31464	t3136	1
t31464	t39808	1
t31464	t48642	1
t31464	t631	1
t31464	t81280	1
t31464	t92122	0
t31464	t98392	1
t31861	t50917	1
t32196	t195912	1
t32196	t21984	1
t32196	t28800	1
t32196	t80673	1
t32386	t142828	1
t32957	t88904	1
t33091	t21984	1
t33091	t28800	1
t33091	t43471	1
t33091	t48023	1
t33107	t43471	1
t33164	t145600	1
t33164	t18993	1
t33164	t75154	1
t33666	t168826	1
t33666	t89236	1
t33666	t95540	0
t33830	t42164	1
t34250	t50138	0
t34250	t51180	1
t34250	t69195	1
t34424	t10998	1
t34424	t148687	1
t34424	t159079	1
t34424	t202781	1
t34424	t39808	1
t34424	t77676	1
t34717	t188087	1
t34906	t102481	1
t34906	t103876	1
t34906	t104620	1
t34906	t114047	1
t34906	t132856	1
t34906	t133290	1
t34906	t168293	1
t34906	t16870	0
t34906	t191046	1
t34906	t198407	1
t34906	t19971	1
t34906	t20401	1
t34906	t31464	1
t34906	t39808	1
t34906	t98392	1
t35015	t47693	1
t35131	t177255	1
t35131	t200231	1
t35447	t178959	1
t36327	t120757	1
t36327	t215177	1
t36327	t23079	1
t36327	t39808	1
t3635	t191317	1
t36672	t204874	1
t36672	t219272	0
t36672	t74652	1
t36672	t81495	1
t38064	t149893	1
t38366	t22750	1
t38542	t129131	0
t38542	t47980	0
t38542	t58012	0
t38852	t10262	1
t3890	t65526	1
t39473	t79729	1
t39473	t80928	1
t39782	t109803	1
t3979	t111554	1
t39808	t119914	1
t39808	t133290	0
t39808	t148687	1
t39808	t151009	1
t39808	t153270	1
t39808	t159079	1
t39808	t168293	1
t39808	t177255	1
t39808	t19971	0
t39808	t6255	1
t39808	t79145	1
t39808	t81280	1
t39808	t98392	0
t40479	t174286	1
t4054	t65526	1
t40840	t145640	1
t40840	t215683	1
t41378	t73560	1
t42166	t106805	1
t42166	t42164	0
t42733	t4136	1
t42827	t65784	1
t44407	t152108	1
t44407	t153270	1
t44407	t84373	0
t44407	t8651	1
t44630	t18269	1
t45054	t160794	1
t45054	t235456	1
t45054	t77676	1
t45407	t29934	1
t45515	t196942	1
t45515	t204874	1
t45515	t36672	1
t45515	t43471	1
t45515	t68533	0
t45515	t68863	1
t45515	t74652	1
t45515	t81495	1
t45515	t86907	1
t45515	t94507	1
t45582	t101142	1
t45582	t141214	1
t45582	t19971	1
t45674	t157817	1
t45682	t102510	1
t45682	t229881	1
t45682	t31315	1
t45682	t73962	1
t46340	t212500	1
t46340	t43471	1
t46340	t51114	1
t46340	t83497	1
t46757	t122599	1
t46757	t142828	1
t46757	t180870	1
t46840	t1421	1
t47024	t105377	1
t47693	t216061	1
t47693	t31214	1
t48115	t4136	1
t48186	t158515	1
t48390	t102481	1
t48390	t105377	1
t48390	t10998	1
t48390	t111554	1
t48390	t119914	1
t48390	t133290	1
t48390	t1346	1
t48390	t141175	1
t48390	t141214	1
t48390	t142206	1
t48390	t145600	1
t48390	t148687	0
t48390	t151009	1
t48390	t159079	1
t48390	t167326	1
t48390	t168293	1
t48390	t16870	1
t48390	t177255	1
t48390	t183854	1
t48390	t198407	1
t48390	t19971	1
t48390	t202656	1
t48390	t221927	1
t48390	t31464	1
t48390	t39808	1
t48390	t79145	1
t48390	t81280	1
t48390	t87798	1
t48390	t89236	1
t48390	t98392	1
t48642	t100977	1
t48642	t102291	1
t48642	t138060	1
t48642	t151009	1
t48642	t188087	1
t49137	t169788	1
t49137	t185505	1
t49137	t18993	1
t49137	t225116	1
t49137	t73208	1
t49331	t107151	1
t49331	t111554	1
t4941	t11711	1
t4941	t200943	1
t49819	t186697	1
t50015	t157918	1
t50138	t225465	1
t50138	t51180	1
t50138	t57967	1
t50138	t58875	1
t50138	t74578	1
t50138	t81000	0
t50299	t162857	1
t50917	t16987	1
t51114	t111329	1
t51114	t148687	1
t51114	t212500	0
t51114	t77372	1
t51180	t58875	1
t51180	t67503	1
t51731	t99240	1
t51793	t132090	1
t51793	t28891	0
t52052	t225116	1
t53030	t11711	1
t53030	t180548	1
t53030	t227659	1
t53030	t59465	1
t53030	t88693	1
t53030	t93889	1
t53194	t100489	1
t53194	t105293	1
t53194	t107151	1
t53194	t119953	1
t53194	t126223	1
t53194	t132856	1
t53194	t145600	1
t53194	t151009	1
t53194	t16987	1
t53194	t183116	1
t53194	t221927	1
t53194	t28543	1
t53194	t39808	1
t53194	t461	1
t53194	t48390	1
t53194	t8168	1
t5409	t10998	1
t5409	t115971	1
t5409	t167326	1
t5409	t16987	1
t5409	t188087	1
t5409	t221927	0
t5409	t39808	1
t5409	t71050	1
t5409	t98999	1
t54996	t202781	1
t54996	t8651	1
t55077	t119953	1
t55510	t178959	1
t55643	t64555	1
t56826	t215683	1
t56826	t80928	1
t575	t8741	1
t58012	t129131	0
t58012	t47980	0
t58012	t55643	0
t59465	t67503	1
t59465	t81000	0
t59465	t91852	0
t61507	t101142	1
t62153	t132973	1
t62153	t202656	1
t62519	t162417	1
t62519	t61421	0
t62726	t129131	1
t62928	t100977	1
t62940	t49331	1
t62940	t79145	1
t631	t124704	1
t631	t34717	1
t63108	t145533	1
t63668	t151390	1
t63668	t180870	1
t64128	t104186	1
t64128	t105283	1
t64128	t126796	1
t64128	t130537	1
t64128	t135045	1
t64128	t149062	1
t64128	t15051	1
t64128	t169839	1
t64128	t219325	1
t64128	t21984	1
t64128	t4136	1
t64128	t72617	1
t64948	t17455	1
t64948	t35152	1
t6537	t14426	1
t6537	t30642	1
t6537	t97068	1
t65784	t111554	1
t65784	t79729	1
t65784	t80928	1
t6626	t6373	0
t6626	t66759	1
t67201	t115971	1
t67201	t81280	1
t67474	t58875	1
t67503	t225465	0
t6790	t105283	1
t6790	t127351	1
t6790	t141175	1
t6790	t153209	1
t6790	t17455	1
t6790	t178959	1
t6790	t46757	1
t6790	t93889	1
t6807	t41759	0
t68504	t122599	1
t68504	t169788	1
t68533	t204874	1
t68533	t36672	1
t68533	t68863	1
t68533	t74652	1
t68533	t81495	1
t68533	t86907	1
t68533	t90546	0
t68863	t43471	1
t69195	t151390	1
t69274	t100977	1
t69274	t144959	1
t69582	t30770	1
t69605	t40840	1
t70321	t74891	0
t70321	t89862	1
t70327	t127351	1
t70327	t88020	0
t70843	t73962	1
t71050	t151390	1
t71050	t192456	1
t71050	t202656	1
t71050	t26105	1
t71050	t71928	1
t71322	t120385	1
t71928	t202656	1
t71931	t104186	1
t71931	t107151	1
t73560	t58880	1
t73716	t39473	1
t73716	t53030	1
t73716	t59465	1
t73716	t93889	1
t73962	t138060	1
t73962	t75461	1
t74576	t59465	1
t74576	t81000	0
t74576	t91852	1
t74578	t145640	1
t74578	t59465	1
t74578	t74576	0
t74578	t91852	0
t74652	t204874	0
t74652	t81495	0
t74652	t86907	0
t74690	t14426	1
t74699	t149794	1
t74699	t67503	1
t74891	t158515	1
t76585	t202220	1
t76585	t204874	1
t76585	t90546	1
t77051	t129933	1
t77051	t200231	1
t77051	t213446	1
t77051	t21984	1
t77051	t48023	0
t77372	t104756	0
t77372	t213217	1
t77676	t13884	1
t77676	t168293	1
t77676	t199480	1
t77676	t31464	1
t77676	t64555	1
t77680	t123970	1
t77680	t3027	1
t78407	t50015	1
t78407	t81405	1
t78407	t98392	1
t78453	t135045	1
t78453	t225116	1
t79145	t100977	1
t79145	t14426	1
t79145	t159079	1
t79145	t167326	1
t79145	t202656	1
t79222	t44407	0
t79222	t81405	1
t79222	t84373	0
t79729	t191367	1
t79729	t220358	1
t79729	t56826	1
t79729	t80928	0
t80180	t90546	1
